-60,1.01E-08
-58,9.95E-09
-56,8.86E-09
-54,8.79E-09
-52,8.32E-09
-50,7.54E-09
-48,7.11E-09
-46,6.73E-09
-44,6.65E-09
-42,6.70E-09
-40,6.61E-09
-38,6.83E-09
-36,7.28E-09
-34,8.03E-09
-32,9.34E-09
-30,1.09E-08
-28,1.33E-08
-26,1.63E-08
-24,2.16E-08
-22,3.12E-08
-20,4.70E-08
-18,7.31E-08
-16,1.16E-07
-14,1.92E-07
-12,3.05E-07
-10,4.76E-07
-8,7.16E-07
-6,1.04E-06
-4,1.48E-06
-2,2.07E-06
0,2.79E-06
2,3.67E-06
4,4.74E-06
6,5.98E-06
8,7.37E-06
10,8.90E-06
12,1.07E-05
14,1.25E-05
16,1.45E-05
18,1.65E-05
20,1.87E-05
22,2.09E-05
24,2.32E-05
26,2.56E-05
28,2.81E-05
30,3.05E-05
32,3.31E-05
34,3.56E-05
36,3.81E-05
38,4.06E-05
40,4.31E-05
42,4.56E-05
44,4.78E-05
46,4.97E-05
48,5.21E-05
50,5.39E-05
52,5.61E-05
54,5.78E-05
56,5.94E-05
58,6.12E-05
60,6.25E-05
60,6.02E-05
58,5.42E-05
56,4.91E-05
54,4.48E-05
52,4.08E-05
50,3.70E-05
48,3.35E-05
46,3.01E-05
44,2.68E-05
42,2.38E-05
40,2.10E-05
38,1.84E-05
36,1.59E-05
34,1.37E-05
32,1.16E-05
30,9.67E-06
28,8.01E-06
26,6.54E-06
24,5.24E-06
22,4.14E-06
20,3.23E-06
18,2.45E-06
16,1.83E-06
14,1.33E-06
12,9.35E-07
10,6.35E-07
8,4.17E-07
6,2.65E-07
4,1.62E-07
2,9.47E-08
0,5.28E-08
-2,2.82E-08
-4,1.46E-08
-6,7.69E-09
-8,4.29E-09
-10,2.60E-09
-12,1.90E-09
-14,1.57E-09
-16,1.43E-09
-18,1.41E-09
-20,1.49E-09
-22,1.63E-09
-24,1.68E-09
-26,1.83E-09
-28,2.04E-09
-30,2.15E-09
-32,2.40E-09
-34,2.75E-09
-36,2.98E-09
-38,3.29E-09
-40,3.60E-09
-42,3.93E-09
-44,4.24E-09
-46,4.59E-09
-48,4.80E-09
-50,5.41E-09
-52,5.64E-09
-54,6.00E-09
-56,6.64E-09
-58,6.61E-09
-60,7.60E-09
