-60,1.78E-08
-58,1.80E-08
-56,2.10E-08
-54,2.26E-08
-52,2.24E-08
-50,2.44E-08
-48,2.71E-08
-46,3.21E-08
-44,3.71E-08
-42,4.33E-08
-40,5.31E-08
-38,6.79E-08
-36,1.02E-07
-34,1.48E-07
-32,1.49E-07
-30,1.85E-07
-28,2.38E-07
-26,3.06E-07
-24,3.95E-07
-22,4.96E-07
-20,6.06E-07
-18,7.29E-07
-16,8.64E-07
-14,1.02E-06
-12,1.14E-06
-10,1.42E-06
-8,1.71E-06
-6,2.03E-06
-4,2.39E-06
-2,2.79E-06
0,3.24E-06
2,3.72E-06
4,4.27E-06
6,4.83E-06
8,5.44E-06
10,6.06E-06
12,6.71E-06
14,7.33E-06
16,7.94E-06
18,8.53E-06
20,9.13E-06
22,1.00E-05
24,1.08E-05
26,1.14E-05
28,1.20E-05
30,1.26E-05
32,1.32E-05
34,1.38E-05
36,1.44E-05
38,1.49E-05
40,1.55E-05
42,1.51E-05
44,1.54E-05
46,1.57E-05
48,1.61E-05
50,1.64E-05
52,1.67E-05
54,1.70E-05
56,1.70E-05
58,1.74E-05
60,1.77E-05
60,1.70E-05
58,1.57E-05
56,1.46E-05
54,1.38E-05
52,1.30E-05
50,1.23E-05
48,1.17E-05
46,1.12E-05
44,1.06E-05
42,1.01E-05
40,9.18E-06
38,9.00E-06
36,8.66E-06
34,8.30E-06
32,7.84E-06
30,7.44E-06
28,7.06E-06
26,6.60E-06
24,6.16E-06
22,5.76E-06
20,5.34E-06
18,4.96E-06
16,4.52E-06
14,4.16E-06
12,3.75E-06
10,3.40E-06
8,3.06E-06
6,2.74E-06
4,2.42E-06
2,2.15E-06
0,1.87E-06
-2,1.63E-06
-4,1.41E-06
-6,1.22E-06
-8,1.05E-06
-10,9.16E-07
-12,7.14E-07
-14,5.93E-07
-16,4.98E-07
-18,4.21E-07
-20,3.51E-07
-22,2.88E-07
-24,2.35E-07
-26,1.89E-07
-28,1.52E-07
-30,1.26E-07
-32,1.03E-07
-34,9.31E-08
-36,9.10E-08
-38,8.51E-08
-40,8.40E-08
-42,7.16E-08
-44,6.79E-08
-46,5.30E-08
-48,4.24E-08
-50,4.24E-08
-52,3.81E-08
-54,3.76E-08
-56,3.67E-08
-58,3.39E-08
-60,3.28E-08
