-60,5.45E-08
-58,6.88E-08
-56,5.82E-08
-54,6.00E-08
-52,6.47E-08
-50,7.19E-08
-48,7.90E-08
-46,8.79E-08
-44,9.75E-08
-42,1.05E-07
-40,1.13E-07
-38,1.11E-07
-36,1.15E-07
-34,1.29E-07
-32,1.38E-07
-30,1.50E-07
-28,1.62E-07
-26,1.67E-07
-24,1.83E-07
-22,1.97E-07
-20,2.15E-07
-18,2.37E-07
-16,2.53E-07
-14,2.89E-07
-12,3.14E-07
-10,3.55E-07
-8,4.00E-07
-6,4.49E-07
-4,5.03E-07
-2,5.68E-07
0,6.32E-07
2,7.05E-07
4,7.77E-07
6,8.48E-07
8,9.28E-07
10,1.05E-06
12,1.14E-06
14,1.21E-06
16,1.29E-06
18,1.36E-06
20,1.44E-06
22,1.49E-06
24,1.56E-06
26,1.63E-06
28,1.66E-06
30,1.75E-06
32,1.79E-06
34,1.87E-06
36,1.89E-06
38,1.90E-06
40,1.97E-06
42,1.97E-06
44,2.04E-06
46,2.08E-06
48,2.09E-06
50,2.14E-06
52,2.15E-06
54,2.17E-06
56,2.17E-06
58,2.20E-06
60,2.20E-06
60,2.14E-06
58,1.99E-06
56,1.88E-06
54,1.83E-06
52,1.78E-06
50,1.72E-06
48,1.66E-06
46,1.64E-06
44,1.60E-06
42,1.55E-06
40,1.51E-06
38,1.46E-06
36,1.41E-06
34,1.36E-06
32,1.31E-06
30,1.26E-06
28,1.21E-06
26,1.16E-06
24,1.11E-06
22,1.06E-06
20,1.00E-06
18,9.02E-07
16,8.49E-07
14,8.01E-07
12,7.46E-07
10,7.08E-07
8,6.58E-07
6,6.08E-07
4,5.54E-07
2,5.07E-07
0,4.56E-07
-2,4.12E-07
-4,3.73E-07
-6,3.30E-07
-8,2.97E-07
-10,2.67E-07
-12,2.43E-07
-14,2.24E-07
-16,2.08E-07
-18,1.94E-07
-20,1.81E-07
-22,1.69E-07
-24,1.59E-07
-26,1.50E-07
-28,1.40E-07
-30,1.31E-07
-32,1.24E-07
-34,1.17E-07
-36,1.10E-07
-38,1.11E-07
-40,1.10E-07
-42,1.04E-07
-44,9.86E-08
-46,9.27E-08
-48,8.81E-08
-50,8.29E-08
-52,7.76E-08
-54,7.44E-08
-56,7.17E-08
-58,6.54E-08
-60,6.02E-08
