-60,2.54E-09
-58,2.76E-09
-56,2.83E-09
-54,3.16E-09
-52,2.49E-09
-50,2.52E-09
-48,2.59E-09
-46,2.97E-09
-44,2.83E-09
-42,3.32E-09
-40,3.99E-09
-38,4.96E-09
-36,6.48E-09
-34,9.09E-09
-32,1.02E-08
-30,1.43E-08
-28,2.23E-08
-26,3.53E-08
-24,5.59E-08
-22,8.63E-08
-20,1.24E-07
-18,1.89E-07
-16,2.83E-07
-14,4.16E-07
-12,5.97E-07
-10,8.45E-07
-8,1.17E-06
-6,1.62E-06
-4,2.17E-06
-2,2.88E-06
0,3.72E-06
2,4.78E-06
4,5.98E-06
6,7.38E-06
8,8.92E-06
10,1.06E-05
12,1.24E-05
14,1.43E-05
16,1.62E-05
18,1.83E-05
20,2.02E-05
22,2.23E-05
24,2.43E-05
26,2.64E-05
28,2.83E-05
30,3.03E-05
32,3.23E-05
34,3.39E-05
36,3.55E-05
38,3.71E-05
40,3.85E-05
42,4.01E-05
44,4.15E-05
46,4.26E-05
48,4.34E-05
50,4.42E-05
52,4.51E-05
54,4.56E-05
56,4.67E-05
58,4.72E-05
60,4.75E-05
60,4.49E-05
58,3.99E-05
56,3.60E-05
54,3.29E-05
52,3.00E-05
50,2.74E-05
48,2.50E-05
46,2.28E-05
44,2.06E-05
42,1.86E-05
40,1.68E-05
38,1.50E-05
36,1.34E-05
34,1.19E-05
32,1.05E-05
30,9.03E-06
28,7.82E-06
26,6.68E-06
24,5.71E-06
22,4.86E-06
20,4.11E-06
18,3.41E-06
16,2.81E-06
14,2.30E-06
12,1.85E-06
10,1.47E-06
8,1.16E-06
6,8.96E-07
4,6.81E-07
2,5.12E-07
0,3.79E-07
-2,2.75E-07
-4,1.98E-07
-6,1.39E-07
-8,9.79E-08
-10,6.20E-08
-12,3.94E-08
-14,2.34E-08
-16,1.28E-08
-18,7.56E-09
-20,4.68E-09
-22,3.83E-09
-24,3.27E-09
-26,3.13E-09
-28,2.81E-09
-30,2.69E-09
-32,2.77E-09
-34,2.92E-09
-36,2.92E-09
-38,2.75E-09
-40,2.93E-09
-42,3.13E-09
-44,2.87E-09
-46,3.30E-09
-48,3.29E-09
-50,3.55E-09
-52,3.49E-09
-54,3.36E-09
-56,3.33E-09
-58,3.63E-09
-60,3.83E-09
