-60,5.51E-09
-58,4.75E-09
-56,4.96E-09
-54,4.33E-09
-52,4.53E-09
-50,4.42E-09
-48,3.50E-09
-46,3.43E-09
-44,3.20E-09
-42,3.54E-09
-40,3.61E-09
-38,3.81E-09
-36,4.49E-09
-34,5.31E-09
-32,6.68E-09
-30,8.72E-09
-28,1.11E-08
-26,1.46E-08
-24,2.15E-08
-22,3.33E-08
-20,5.22E-08
-18,8.17E-08
-16,1.25E-07
-14,1.95E-07
-12,3.02E-07
-10,4.50E-07
-8,6.63E-07
-6,9.57E-07
-4,1.32E-06
-2,1.82E-06
0,2.45E-06
2,3.21E-06
4,4.14E-06
6,5.24E-06
8,6.45E-06
10,7.78E-06
12,9.25E-06
14,1.09E-05
16,1.26E-05
18,1.44E-05
20,1.62E-05
22,1.82E-05
24,2.01E-05
26,2.22E-05
28,2.42E-05
30,2.62E-05
32,2.82E-05
34,3.03E-05
36,3.24E-05
38,3.42E-05
40,3.61E-05
42,3.78E-05
44,3.96E-05
46,4.12E-05
48,4.26E-05
50,4.38E-05
52,4.53E-05
54,4.66E-05
56,4.77E-05
58,4.86E-05
60,4.94E-05
60,4.74E-05
58,4.24E-05
56,3.84E-05
54,3.50E-05
52,3.17E-05
50,2.89E-05
48,2.62E-05
46,2.36E-05
44,2.12E-05
42,1.90E-05
40,1.70E-05
38,1.48E-05
36,1.30E-05
34,1.13E-05
32,9.60E-06
30,8.19E-06
28,6.95E-06
26,5.85E-06
24,4.84E-06
22,3.98E-06
20,3.24E-06
18,2.58E-06
16,2.04E-06
14,1.59E-06
12,1.21E-06
10,9.01E-07
8,6.60E-07
6,4.77E-07
4,3.37E-07
2,2.31E-07
0,1.55E-07
-2,1.00E-07
-4,6.36E-08
-6,3.89E-08
-8,2.25E-08
-10,1.19E-08
-12,6.61E-09
-14,3.24E-09
-16,2.28E-09
-18,1.83E-09
-20,1.44E-09
-22,1.72E-09
-24,1.45E-09
-26,1.47E-09
-28,1.59E-09
-30,1.75E-09
-32,1.94E-09
-34,2.03E-09
-36,2.14E-09
-38,2.12E-09
-40,2.11E-09
-42,2.42E-09
-44,2.41E-09
-46,2.60E-09
-48,2.66E-09
-50,2.67E-09
-52,3.16E-09
-54,3.09E-09
-56,3.37E-09
-58,3.46E-09
-60,3.90E-09
