-60,6.23E-09
-58,5.92E-09
-56,6.30E-09
-54,6.29E-09
-52,6.70E-09
-50,2.28E-08
-48,1.04E-08
-46,1.06E-08
-44,1.27E-08
-42,1.62E-08
-40,2.22E-08
-38,3.19E-08
-36,4.77E-08
-34,7.02E-08
-32,1.17E-07
-30,1.64E-07
-28,2.32E-07
-26,3.18E-07
-24,4.25E-07
-22,5.57E-07
-20,7.09E-07
-18,8.97E-07
-16,1.10E-06
-14,1.41E-06
-12,1.77E-06
-10,2.22E-06
-8,2.74E-06
-6,3.35E-06
-4,4.03E-06
-2,4.81E-06
0,5.69E-06
2,6.68E-06
4,7.72E-06
6,8.89E-06
8,1.01E-05
10,1.13E-05
12,1.25E-05
14,1.37E-05
16,1.48E-05
18,1.59E-05
20,1.69E-05
22,1.78E-05
24,1.87E-05
26,1.95E-05
28,2.05E-05
30,2.11E-05
32,2.20E-05
34,2.26E-05
36,2.31E-05
38,2.36E-05
40,2.41E-05
42,2.46E-05
44,2.51E-05
46,2.56E-05
48,2.58E-05
50,2.60E-05
52,2.64E-05
54,2.66E-05
56,2.67E-05
58,2.68E-05
60,2.72E-05
60,2.60E-05
58,2.32E-05
56,2.12E-05
54,1.97E-05
52,1.85E-05
50,1.74E-05
48,1.65E-05
46,1.55E-05
44,1.47E-05
42,1.39E-05
40,1.29E-05
38,1.19E-05
36,1.17E-05
34,1.12E-05
32,1.04E-05
30,9.52E-06
28,8.89E-06
26,8.30E-06
24,7.76E-06
22,7.21E-06
20,6.72E-06
18,6.21E-06
16,5.69E-06
14,5.20E-06
12,4.76E-06
10,4.30E-06
8,3.89E-06
6,3.08E-06
4,2.99E-06
2,2.75E-06
0,2.42E-06
-2,2.10E-06
-4,1.81E-06
-6,1.54E-06
-8,1.31E-06
-10,1.10E-06
-12,9.28E-07
-14,7.14E-07
-16,5.76E-07
-18,4.61E-07
-20,3.67E-07
-22,2.86E-07
-24,2.16E-07
-26,1.57E-07
-28,1.12E-07
-30,8.41E-08
-32,7.04E-08
-34,4.54E-08
-36,3.43E-08
-38,2.63E-08
-40,2.09E-08
-42,1.69E-08
-44,1.43E-08
-46,1.19E-08
-48,1.11E-08
-50,1.03E-08
-52,1.04E-08
-54,1.63E-08
-56,1.01E-08
-58,9.83E-09
-60,1.42E-08
