-60,4.67E-09
-58,3.81E-09
-56,3.89E-09
-54,3.47E-09
-52,3.57E-09
-50,3.65E-09
-48,3.82E-09
-46,4.13E-09
-44,4.51E-09
-42,5.49E-09
-40,6.51E-09
-38,8.80E-09
-36,1.05E-08
-34,1.29E-08
-32,1.78E-08
-30,2.77E-08
-28,4.28E-08
-26,6.62E-08
-24,9.92E-08
-22,1.51E-07
-20,2.18E-07
-18,3.14E-07
-16,4.47E-07
-14,6.32E-07
-12,8.84E-07
-10,1.21E-06
-8,1.65E-06
-6,2.21E-06
-4,2.91E-06
-2,3.77E-06
0,4.82E-06
2,6.01E-06
4,7.40E-06
6,8.93E-06
8,1.07E-05
10,1.25E-05
12,1.44E-05
14,1.63E-05
16,1.83E-05
18,2.02E-05
20,2.21E-05
22,2.40E-05
24,2.58E-05
26,2.76E-05
28,2.90E-05
30,3.06E-05
32,3.22E-05
34,3.37E-05
36,3.52E-05
38,3.65E-05
40,3.77E-05
42,3.85E-05
44,3.95E-05
46,4.03E-05
48,4.13E-05
50,4.17E-05
52,4.24E-05
54,4.27E-05
56,4.34E-05
58,4.37E-05
60,4.43E-05
60,4.14E-05
58,3.66E-05
56,3.30E-05
54,3.02E-05
52,2.77E-05
50,2.52E-05
48,2.31E-05
46,2.11E-05
44,1.92E-05
42,1.73E-05
40,1.57E-05
38,1.43E-05
36,1.28E-05
34,1.15E-05
32,1.02E-05
30,8.82E-06
28,7.75E-06
26,6.76E-06
24,5.88E-06
22,5.10E-06
20,4.38E-06
18,3.73E-06
16,3.12E-06
14,2.61E-06
12,2.18E-06
10,1.79E-06
8,1.45E-06
6,1.17E-06
4,9.34E-07
2,7.34E-07
0,5.66E-07
-2,4.36E-07
-4,3.31E-07
-6,2.50E-07
-8,1.86E-07
-10,1.37E-07
-12,1.01E-07
-14,7.36E-08
-16,4.63E-08
-18,2.94E-08
-20,1.76E-08
-22,1.07E-08
-24,7.47E-09
-26,6.57E-09
-28,5.96E-09
-30,5.53E-09
-32,5.06E-09
-34,5.06E-09
-36,4.43E-09
-38,4.30E-09
-40,4.21E-09
-42,4.06E-09
-44,3.97E-09
-46,4.45E-09
-48,4.41E-09
-50,3.54E-09
-52,3.99E-09
-54,3.30E-09
-56,3.50E-09
-58,4.77E-09
-60,4.71E-09
