-60,7.00E-09
-58,6.64E-09
-56,5.97E-09
-54,5.86E-09
-52,5.01E-09
-50,4.86E-09
-48,4.39E-09
-46,4.50E-09
-44,4.44E-09
-42,4.07E-09
-40,4.06E-09
-38,4.12E-09
-36,4.15E-09
-34,4.49E-09
-32,5.24E-09
-30,6.47E-09
-28,8.17E-09
-26,1.03E-08
-24,1.38E-08
-22,2.00E-08
-20,3.12E-08
-18,5.05E-08
-16,8.27E-08
-14,1.32E-07
-12,2.16E-07
-10,3.45E-07
-8,5.28E-07
-6,7.82E-07
-4,1.14E-06
-2,1.60E-06
0,2.19E-06
2,2.95E-06
4,3.87E-06
6,4.94E-06
8,6.14E-06
10,7.48E-06
12,8.95E-06
14,1.06E-05
16,1.24E-05
18,1.42E-05
20,1.61E-05
22,1.82E-05
24,2.03E-05
26,2.25E-05
28,2.48E-05
30,2.72E-05
32,2.94E-05
34,3.17E-05
36,3.40E-05
38,3.64E-05
40,3.89E-05
42,4.13E-05
44,4.35E-05
46,4.57E-05
48,4.78E-05
50,5.01E-05
52,5.20E-05
54,5.39E-05
56,5.56E-05
58,5.70E-05
60,5.88E-05
60,5.61E-05
58,5.02E-05
56,4.53E-05
54,4.11E-05
52,3.72E-05
50,3.36E-05
48,3.02E-05
46,2.70E-05
44,2.41E-05
42,2.12E-05
40,1.87E-05
38,1.63E-05
36,1.41E-05
34,1.20E-05
32,1.01E-05
30,8.34E-06
28,6.84E-06
26,5.55E-06
24,4.41E-06
22,3.48E-06
20,2.70E-06
18,2.06E-06
16,1.52E-06
14,1.10E-06
12,7.71E-07
10,5.23E-07
8,3.48E-07
6,2.23E-07
4,1.38E-07
2,8.17E-08
0,4.68E-08
-2,2.56E-08
-4,1.36E-08
-6,7.27E-09
-8,3.78E-09
-10,2.16E-09
-12,1.47E-09
-14,1.23E-09
-16,1.05E-09
-18,1.05E-09
-20,1.10E-09
-22,1.08E-09
-24,1.12E-09
-26,1.19E-09
-28,1.31E-09
-30,1.37E-09
-32,1.57E-09
-34,1.73E-09
-36,1.96E-09
-38,2.18E-09
-40,2.50E-09
-42,2.56E-09
-44,2.62E-09
-46,3.09E-09
-48,3.09E-09
-50,3.24E-09
-52,3.95E-09
-54,4.60E-09
-56,4.83E-09
-58,4.98E-09
-60,5.18E-09
