-60,6.61E-09
-58,5.86E-09
-56,5.38E-09
-54,4.94E-09
-52,4.41E-09
-50,4.32E-09
-48,4.25E-09
-46,4.09E-09
-44,3.65E-09
-42,3.80E-09
-40,3.68E-09
-38,3.79E-09
-36,4.08E-09
-34,4.61E-09
-32,5.35E-09
-30,6.57E-09
-28,8.68E-09
-26,1.12E-08
-24,1.47E-08
-22,2.18E-08
-20,3.36E-08
-18,5.35E-08
-16,8.52E-08
-14,1.35E-07
-12,2.21E-07
-10,3.43E-07
-8,5.23E-07
-6,7.79E-07
-4,1.12E-06
-2,1.56E-06
0,2.14E-06
2,2.86E-06
4,3.74E-06
6,4.76E-06
8,5.94E-06
10,7.22E-06
12,8.65E-06
14,1.03E-05
16,1.19E-05
18,1.38E-05
20,1.57E-05
22,1.76E-05
24,1.97E-05
26,2.17E-05
28,2.40E-05
30,2.62E-05
32,2.83E-05
34,3.05E-05
36,3.28E-05
38,3.50E-05
40,3.73E-05
42,3.93E-05
44,4.13E-05
46,4.35E-05
48,4.56E-05
50,4.72E-05
52,4.91E-05
54,5.08E-05
56,5.23E-05
58,5.34E-05
60,5.49E-05
60,5.26E-05
58,4.70E-05
56,4.24E-05
54,3.88E-05
52,3.49E-05
50,3.16E-05
48,2.84E-05
46,2.56E-05
44,2.28E-05
42,2.01E-05
40,1.77E-05
38,1.55E-05
36,1.34E-05
34,1.15E-05
32,9.55E-06
30,7.96E-06
28,6.54E-06
26,5.33E-06
24,4.28E-06
22,3.40E-06
20,2.69E-06
18,2.06E-06
16,1.54E-06
14,1.14E-06
12,8.06E-07
10,5.60E-07
8,3.80E-07
6,2.49E-07
4,1.58E-07
2,9.74E-08
0,5.74E-08
-2,3.30E-08
-4,1.82E-08
-6,9.99E-09
-8,5.04E-09
-10,2.62E-09
-12,1.51E-09
-14,1.11E-09
-16,9.22E-10
-18,1.01E-09
-20,9.52E-10
-22,1.02E-09
-24,1.02E-09
-26,1.13E-09
-28,1.19E-09
-30,1.30E-09
-32,1.45E-09
-34,1.60E-09
-36,1.62E-09
-38,1.88E-09
-40,2.00E-09
-42,2.28E-09
-44,2.47E-09
-46,2.59E-09
-48,2.90E-09
-50,3.23E-09
-52,3.46E-09
-54,3.71E-09
-56,4.02E-09
-58,4.25E-09
-60,4.48E-09
