-58,7.34E-09
-56,7.41E-09
-54,6.86E-09
-52,6.55E-09
-50,5.41E-09
-48,5.53E-09
-46,5.53E-09
-44,5.51E-09
-42,5.46E-09
-40,5.44E-09
-38,5.86E-09
-36,6.35E-09
-34,7.29E-09
-32,8.94E-09
-30,1.06E-08
-28,1.27E-08
-26,1.68E-08
-24,2.43E-08
-22,3.74E-08
-20,5.90E-08
-18,9.51E-08
-16,1.48E-07
-14,2.43E-07
-12,3.83E-07
-10,5.82E-07
-8,8.66E-07
-6,1.24E-06
-4,1.75E-06
-2,2.41E-06
0,3.22E-06
2,4.21E-06
4,5.39E-06
6,6.71E-06
8,8.26E-06
10,9.95E-06
12,1.18E-05
14,1.38E-05
16,1.59E-05
18,1.82E-05
20,2.05E-05
22,2.28E-05
24,2.54E-05
26,2.80E-05
28,3.05E-05
30,3.32E-05
32,3.57E-05
34,3.84E-05
36,4.09E-05
38,4.34E-05
40,4.60E-05
42,4.85E-05
44,5.10E-05
46,5.34E-05
48,5.55E-05
50,5.75E-05
52,5.94E-05
54,6.13E-05
56,6.33E-05
58,6.47E-05
60,6.61E-05
60,6.33E-05
58,5.68E-05
56,5.15E-05
54,4.71E-05
52,4.28E-05
50,3.88E-05
48,3.51E-05
46,3.16E-05
44,2.84E-05
42,2.53E-05
40,2.23E-05
38,1.96E-05
36,1.71E-05
34,1.47E-05
32,1.25E-05
30,1.05E-05
28,8.71E-06
26,7.14E-06
24,5.79E-06
22,4.61E-06
20,3.61E-06
18,2.77E-06
16,2.08E-06
14,1.52E-06
12,1.09E-06
10,7.47E-07
8,4.99E-07
6,3.24E-07
4,2.01E-07
2,1.20E-07
0,6.90E-08
-2,3.80E-08
-4,2.01E-08
-6,1.02E-08
-8,5.37E-09
-10,3.02E-09
-12,1.86E-09
-14,1.30E-09
-16,1.03E-09
-18,9.78E-10
-20,9.95E-10
-22,1.05E-09
-24,1.15E-09
-26,1.18E-09
-28,1.26E-09
-30,1.46E-09
-32,1.54E-09
-34,1.54E-09
-36,1.75E-09
-38,1.97E-09
-40,2.23E-09
-42,2.34E-09
-44,2.64E-09
-46,2.96E-09
-48,3.17E-09
-50,3.43E-09
-52,3.89E-09
-54,4.30E-09
-56,4.57E-09
-58,5.45E-09
-60,5.27E-09
