-60,7.31E-09
-58,6.46E-09
-56,5.38E-09
-54,5.11E-09
-52,5.03E-09
-50,4.61E-09
-48,4.92E-09
-46,4.68E-09
-44,4.41E-09
-42,4.31E-09
-40,3.79E-09
-38,4.24E-09
-36,4.42E-09
-34,5.12E-09
-32,5.91E-09
-30,6.82E-09
-28,9.02E-09
-26,1.17E-08
-24,1.57E-08
-22,2.37E-08
-20,3.71E-08
-18,5.90E-08
-16,9.40E-08
-14,1.46E-07
-12,2.34E-07
-10,3.65E-07
-8,5.50E-07
-6,8.07E-07
-4,1.15E-06
-2,1.62E-06
0,2.20E-06
2,2.92E-06
4,3.81E-06
6,4.85E-06
8,6.04E-06
10,7.31E-06
12,8.71E-06
14,1.04E-05
16,1.21E-05
18,1.39E-05
20,1.57E-05
22,1.76E-05
24,1.97E-05
26,2.17E-05
28,2.38E-05
30,2.61E-05
32,2.82E-05
34,3.05E-05
36,3.27E-05
38,3.47E-05
40,3.70E-05
42,3.93E-05
44,4.15E-05
46,4.33E-05
48,4.51E-05
50,4.71E-05
52,4.89E-05
54,5.05E-05
56,5.16E-05
58,5.31E-05
60,5.42E-05
60,5.18E-05
58,4.61E-05
56,4.18E-05
54,3.78E-05
52,3.46E-05
50,3.14E-05
48,2.83E-05
46,2.53E-05
44,2.26E-05
42,2.01E-05
40,1.77E-05
38,1.55E-05
36,1.34E-05
34,1.15E-05
32,9.77E-06
30,8.17E-06
28,6.81E-06
26,5.60E-06
24,4.56E-06
22,3.65E-06
20,2.89E-06
18,2.24E-06
16,1.71E-06
14,1.28E-06
12,9.33E-07
10,6.68E-07
8,4.68E-07
6,3.20E-07
4,2.10E-07
2,1.35E-07
0,8.44E-08
-2,4.98E-08
-4,2.97E-08
-6,1.64E-08
-8,8.91E-09
-10,4.53E-09
-12,2.63E-09
-14,1.88E-09
-16,1.54E-09
-18,1.46E-09
-20,1.38E-09
-22,1.40E-09
-24,1.41E-09
-26,1.48E-09
-28,1.55E-09
-30,1.79E-09
-32,1.98E-09
-34,2.08E-09
-36,2.22E-09
-38,2.41E-09
-40,1.96E-09
-42,2.11E-09
-44,2.35E-09
-46,3.28E-09
-48,3.01E-09
-50,3.45E-09
-52,4.09E-09
-54,4.33E-09
-56,4.57E-09
-58,4.70E-09
-60,5.12E-09
