-3.800000E+1,5.620000E-11,-1.573000E-10
-4.000000E+1,5.880000E-11,-1.618000E-10
-4.200000E+1,6.070000E-11,-1.672000E-10
-4.400000E+1,6.300000E-11,-1.716000E-10
-4.600000E+1,6.510000E-11,-1.751000E-10
-4.800000E+1,6.730000E-11,-1.748000E-10
-5.000000E+1,6.870000E-11,-1.793000E-10
-5.200000E+1,7.180000E-11,-1.845000E-10
-5.400000E+1,7.480000E-11,-1.902000E-10
-5.600000E+1,7.670000E-11,-1.951000E-10
-5.800000E+1,7.890000E-11,-1.987000E-10
-6.000000E+1,8.080000E-11,-2.023000E-10
