-6.000000E+1,2.773500E-6,-2.715600E-6
-5.800000E+1,2.661000E-6,-2.668900E-6
-5.600000E+1,2.549200E-6,-2.554900E-6
-5.400000E+1,2.434700E-6,-2.442300E-6
-5.200000E+1,2.320800E-6,-2.326100E-6
-5.000000E+1,2.211700E-6,-2.214700E-6
-4.800000E+1,2.100200E-6,-2.102600E-6
-4.600000E+1,1.992600E-6,-1.990700E-6
-4.400000E+1,1.892000E-6,-1.887500E-6
-4.200000E+1,1.787600E-6,-1.787000E-6
-4.000000E+1,1.679900E-6,-1.683200E-6
-3.800000E+1,1.584700E-6,-1.580100E-6
-3.600000E+1,1.482300E-6,-1.481000E-6
-3.400000E+1,1.382800E-6,-1.380300E-6
-3.200000E+1,1.287400E-6,-1.284500E-6
-3.000000E+1,1.189800E-6,-1.186500E-6
-2.800000E+1,1.094500E-6,-1.090100E-6
-2.600000E+1,9.999000E-7,-9.967700E-7
-2.400000E+1,9.003600E-7,-8.947600E-7
-2.200000E+1,8.059700E-7,-8.016800E-7
-2.000000E+1,7.182900E-7,-7.107100E-7
-1.800000E+1,6.308900E-7,-6.227500E-7
-1.600000E+1,5.436900E-7,-5.356700E-7
-1.400000E+1,4.576500E-7,-4.492100E-7
-1.200000E+1,3.724600E-7,-3.637300E-7
-1.000000E+1,2.886000E-7,-2.795900E-7
-8.000000E+0,2.065800E-7,-1.973200E-7
-6.000000E+0,1.270300E-7,-1.172700E-7
-4.000000E+0,5.419100E-8,-4.690300E-8
-2.000000E+0,-5.821000E-10,1.459500E-8
0.000000E+0,-4.835900E-8,6.755400E-8
2.000000E+0,-1.059000E-7,1.124200E-7
4.000000E+0,-1.870000E-7,1.952200E-7
6.000000E+0,-2.670300E-7,2.775300E-7
8.000000E+0,-3.457100E-7,3.577600E-7
1.000000E+1,-4.233500E-7,4.369100E-7
1.200000E+1,-5.001400E-7,5.146800E-7
1.400000E+1,-5.760800E-7,5.920000E-7
1.600000E+1,-6.462700E-7,6.665200E-7
1.800000E+1,-7.158400E-7,7.357300E-7
2.000000E+1,-7.916800E-7,8.076100E-7
2.200000E+1,-8.644700E-7,8.815800E-7
