0,1.49E-06
-4,1.97E-05
-8,3.04E-05
-12,3.97E-05
-16,4.86E-05
-20,5.60E-05
-24,6.19E-05
-28,6.61E-05
-32,6.93E-05
-36,7.14E-05
-40,7.27E-05
-44,7.43E-05
-48,7.49E-05
-52,7.56E-05
-56,7.53E-05
-60,7.57E-05
-60,7.58E-05
-56,7.57E-05
-52,7.59E-05
-48,7.54E-05
-44,7.48E-05
-40,7.33E-05
-36,7.15E-05
-32,6.82E-05
-28,6.38E-05
-24,5.84E-05
-20,5.15E-05
-16,4.34E-05
-12,3.45E-05
-8,2.47E-05
-4,1.48E-05
0,1.18E-06
